SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Stretch,1.61,46.568,0,-0.095
Elongation till break,1-Stretch,1.81,47.009,0.441,0.039
Elongation till break,1-Stretch,2.01,47.45,0.882,0.145
Elongation till break,1-Stretch,2.21,47.892,1.324,0.145
Elongation till break,1-Stretch,2.41,48.333,1.765,0.264
Elongation till break,1-Stretch,2.61,48.774,2.206,0.446
Elongation till break,1-Stretch,2.81,49.215,2.647,0.609
Elongation till break,1-Stretch,3.01,49.656,3.088,0.776
Elongation till break,1-Stretch,3.21,50.097,3.529,0.934
Elongation till break,1-Stretch,3.41,50.539,3.971,1.059
Elongation till break,1-Stretch,3.61,50.979,4.411,1.193
Elongation till break,1-Stretch,3.81,51.421,4.853,1.332
Elongation till break,1-Stretch,4.01,51.862,5.294,1.365
Elongation till break,1-Stretch,4.21,52.303,5.735,1.504
Elongation till break,1-Stretch,4.41,52.744,6.176,1.681
Elongation till break,1-Stretch,4.61,53.185,6.617,1.858
Elongation till break,1-Stretch,4.81,53.626,7.058,2.045
Elongation till break,1-Stretch,5.01,54.067,7.499,2.241
Elongation till break,1-Stretch,5.21,54.508,7.94,2.447
Elongation till break,1-Stretch,5.41,54.949,8.381,2.624
Elongation till break,1-Stretch,5.61,55.391,8.823,2.763
Elongation till break,1-Stretch,5.81,55.832,9.264,2.902
Elongation till break,1-Stretch,6.01,56.273,9.705,3.022
Elongation till break,1-Stretch,6.21,56.714,10.146,3.175
Elongation till break,1-Stretch,6.41,57.155,10.587,3.342
Elongation till break,1-Stretch,6.61,57.596,11.028,3.548
Elongation till break,1-Stretch,6.81,58.037,11.469,3.773
Elongation till break,1-Stretch,7.01,58.478,11.91,3.95
Elongation till break,1-Stretch,7.21,58.92,12.352,4.094
Elongation till break,1-Stretch,7.41,59.361,12.793,4.219
Elongation till break,1-Stretch,7.61,59.802,13.234,4.372
Elongation till break,1-Stretch,7.81,60.243,13.675,4.53
Elongation till break,1-Stretch,8.01,60.684,14.116,4.659
Elongation till break,1-Stretch,8.21,61.125,14.557,4.75
Elongation till break,1-Stretch,8.41,61.566,14.998,4.846
Elongation till break,1-Stretch,8.61,62.007,15.439,5.008
Elongation till break,1-Stretch,8.81,62.449,15.881,5.195
Elongation till break,1-Stretch,9.01,62.889,16.321,5.367
Elongation till break,1-Stretch,9.21,63.331,16.763,5.511
Elongation till break,1-Stretch,9.41,63.772,17.204,5.645
Elongation till break,1-Stretch,9.61,64.213,17.645,5.741
Elongation till break,1-Stretch,9.81,64.654,18.086,5.832
Elongation till break,1-Stretch,10.01,65.095,18.527,5.884
Elongation till break,1-Stretch,10.21,65.536,18.968,5.918
Elongation till break,1-Stretch,10.41,65.977,19.409,5.928
Elongation till break,1-Stretch,10.61,66.418,19.85,-0.071
Elongation till break,1-Stretch,10.81,66.86,20.292,0.01
Elongation till break,1-Stretch,11.01,67.301,20.733,0.274
Elongation till break,1-Stretch,11.21,67.742,21.174,0.135
Elongation till break,1-Stretch,11.41,68.183,21.615,0.212
Elongation till break,1-Stretch,11.61,68.624,22.056,0.245
Elongation till break,1-Stretch,11.81,69.065,22.497,0.279
Elongation till break,1-Stretch,12.01,69.506,22.938,0.288
Elongation till break,1-Stretch,12.21,69.947,23.379,0.288
