SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,0.051
Elongation till break,1-Preload,0.200,44,0,0.051
Elongation till break,1-Preload,0.400,44,0,0.051
Elongation till break,1-Stretch,0.410,44,0,0.051
Elongation till break,1-Stretch,0.610,44.367,0.367,0.297
Elongation till break,1-Stretch,0.810,44.808,0.808,0.868
Elongation till break,1-Stretch,1.010,45.249,1.249,1.522
Elongation till break,1-Stretch,1.210,45.69,1.69,1.849
Elongation till break,1-Stretch,1.410,46.131,2.131,2.665
Elongation till break,1-Stretch,1.610,46.572,2.572,2.992
Elongation till break,1-Stretch,1.810,47.013,3.013,3.646
Elongation till break,1-Stretch,2.010,47.454,3.454,4.299
Elongation till break,1-Stretch,2.210,47.895,3.895,4.626
Elongation till break,1-Stretch,2.410,48.336,4.336,5.524
Elongation till break,1-Stretch,2.610,48.777,4.777,5.851
Elongation till break,1-Stretch,2.810,49.219,5.219,6.341
Elongation till break,1-Stretch,3.010,49.66,5.66,7.240
Elongation till break,1-Stretch,3.210,50.101,6.101,7.893
Elongation till break,1-Stretch,3.410,50.542,6.542,8.955
Elongation till break,1-Stretch,3.610,50.983,6.983,9.609
Elongation till break,1-Stretch,3.810,51.424,7.424,10.507
Elongation till break,1-Stretch,4.010,51.865,7.865,11.814
Elongation till break,1-Stretch,4.210,52.306,8.306,12.549
Elongation till break,1-Stretch,4.410,52.747,8.747,13.693
Elongation till break,1-Stretch,4.610,53.188,9.188,15.082
Elongation till break,1-Stretch,4.810,53.629,9.629,16.225
Elongation till break,1-Stretch,5.010,54.071,10.071,17.777
Elongation till break,1-Stretch,5.210,54.511,10.511,19.003
Elongation till break,1-Stretch,5.410,54.953,10.953,20.473
Elongation till break,1-Stretch,5.610,55.394,11.394,21.943
Elongation till break,1-Stretch,5.810,55.835,11.835,23.495
Elongation till break,1-Stretch,6.010,56.276,12.276,24.721
Elongation till break,1-Stretch,6.210,56.717,12.717,26.273
Elongation till break,1-Stretch,6.410,57.158,13.158,27.416
Elongation till break,1-Stretch,6.610,57.599,13.599,28.642
Elongation till break,1-Stretch,6.810,58.04,14.04,29.949
Elongation till break,1-Stretch,7.010,58.481,14.481,31.337
Elongation till break,1-Stretch,7.210,58.922,14.922,32.808
Elongation till break,1-Stretch,7.410,59.363,15.363,33.951
Elongation till break,1-Stretch,7.610,59.805,15.805,35.340
Elongation till break,1-Stretch,7.810,60.245,16.245,36.483
Elongation till break,1-Stretch,8.010,60.687,16.687,37.954
Elongation till break,1-Stretch,8.210,61.128,17.128,39.097
Elongation till break,1-Stretch,8.410,61.569,17.569,40.649
Elongation till break,1-Stretch,8.610,62.01,18.01,41.956
Elongation till break,1-Stretch,8.810,62.451,18.451,42.855
Elongation till break,1-Stretch,9.010,62.892,18.892,44.162
Elongation till break,1-Stretch,9.210,63.333,19.333,45.142
Elongation till break,1-Stretch,9.410,63.774,19.774,46.612
Elongation till break,1-Stretch,9.610,64.215,20.215,47.429
Elongation till break,1-Stretch,9.810,64.657,20.657,-4.931
Elongation till break,1-Stretch,10.010,65.097,21.097,-1.991
Elongation till break,1-Stretch,10.210,65.539,21.539,-1.746
Elongation till break,1-Stretch,10.410,65.98,21.98,-2.072
Elongation till break,1-Stretch,10.610,66.421,22.421,-1.827
Elongation till break,1-Stretch,10.810,66.862,22.862,-1.664
Elongation till break,1-Stretch,11.010,67.303,23.303,-1.909
Elongation till break,1-Stretch,11.210,67.744,23.744,-1.827
Elongation till break,1-Stretch,11.410,68.185,24.185,-1.827
Elongation till break,1-Stretch,11.610,68.626,24.626,-1.909
Elongation till break,1-Stretch,11.810,69.067,25.067,-1.909
Elongation till break,1-Stretch,12.010,69.509,25.509,-2.236
Elongation till break,1-Stretch,12.210,69.949,25.949,-1.827
