SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,-0.005
Elongation till break,1-Preload,0.200,44,0,0.005
Elongation till break,1-Preload,0.400,44,0,-0.005
Elongation till break,1-Stretch,0.420,44,0,0.005
Elongation till break,1-Stretch,0.620,44.371,0.371,-0.211
Elongation till break,1-Stretch,0.820,44.812,0.812,-0.311
Elongation till break,1-Stretch,1.020,45.253,1.253,-0.369
Elongation till break,1-Stretch,1.220,45.694,1.694,-0.378
Elongation till break,1-Stretch,1.420,46.135,2.135,-0.354
Elongation till break,1-Stretch,1.620,46.577,2.577,-0.416
Elongation till break,1-Stretch,1.820,47.018,3.018,-0.460
Elongation till break,1-Stretch,2.020,47.459,3.459,-0.460
Elongation till break,1-Stretch,2.220,47.9,3.9,-0.493
Elongation till break,1-Stretch,2.420,48.341,4.341,-0.373
Elongation till break,1-Stretch,2.620,48.782,4.782,-0.220
Elongation till break,1-Stretch,2.820,49.223,5.223,-0.144
Elongation till break,1-Stretch,3.020,49.664,5.664,-0.043
Elongation till break,1-Stretch,3.220,50.105,6.105,0.038
Elongation till break,1-Stretch,3.420,50.546,6.546,0.110
Elongation till break,1-Stretch,3.620,50.987,6.987,0.215
Elongation till break,1-Stretch,3.820,51.429,7.429,0.292
Elongation till break,1-Stretch,4.020,51.869,7.869,0.282
Elongation till break,1-Stretch,4.220,52.311,8.311,0.369
Elongation till break,1-Stretch,4.420,52.752,8.752,0.503
Elongation till break,1-Stretch,4.620,53.193,9.193,0.594
Elongation till break,1-Stretch,4.820,53.634,9.634,0.699
Elongation till break,1-Stretch,5.020,54.075,10.075,0.823
Elongation till break,1-Stretch,5.220,54.516,10.516,0.919
Elongation till break,1-Stretch,5.420,54.957,10.957,1.010
Elongation till break,1-Stretch,5.620,55.398,11.398,1.101
Elongation till break,1-Stretch,5.820,55.839,11.839,1.149
Elongation till break,1-Stretch,6.020,56.28,12.28,1.221
Elongation till break,1-Stretch,6.220,56.721,12.721,1.317
Elongation till break,1-Stretch,6.420,57.163,13.163,1.398
Elongation till break,1-Stretch,6.620,57.603,13.603,1.532
Elongation till break,1-Stretch,6.820,58.045,14.045,1.642
Elongation till break,1-Stretch,7.020,58.486,14.486,1.752
Elongation till break,1-Stretch,7.220,58.927,14.927,1.872
Elongation till break,1-Stretch,7.420,59.368,15.368,1.972
Elongation till break,1-Stretch,7.620,59.809,15.809,2.078
Elongation till break,1-Stretch,7.820,60.25,16.25,2.164
Elongation till break,1-Stretch,8.020,60.691,16.691,2.264
Elongation till break,1-Stretch,8.220,61.132,17.132,2.365
Elongation till break,1-Stretch,8.420,61.573,17.573,2.475
Elongation till break,1-Stretch,8.620,62.014,18.014,2.609
Elongation till break,1-Stretch,8.820,62.455,18.455,2.738
Elongation till break,1-Stretch,9.020,62.897,18.897,2.858
Elongation till break,1-Stretch,9.220,63.338,19.338,2.963
Elongation till break,1-Stretch,9.420,63.779,19.779,3.069
Elongation till break,1-Stretch,9.620,64.22,20.22,3.141
Elongation till break,1-Stretch,9.820,64.661,20.661,3.241
Elongation till break,1-Stretch,10.020,65.102,21.102,3.332
Elongation till break,1-Stretch,10.220,65.543,21.543,3.466
Elongation till break,1-Stretch,10.420,65.984,21.984,3.591
Elongation till break,1-Stretch,10.620,66.425,22.425,3.744
Elongation till break,1-Stretch,10.820,66.866,22.866,3.897
Elongation till break,1-Stretch,11.020,67.307,23.307,4.045
Elongation till break,1-Stretch,11.220,67.748,23.748,4.184
Elongation till break,1-Stretch,11.420,68.19,24.19,4.309
Elongation till break,1-Stretch,11.620,68.631,24.631,4.447
Elongation till break,1-Stretch,11.820,69.072,25.072,4.543
Elongation till break,1-Stretch,12.020,69.513,25.513,4.696
Elongation till break,1-Stretch,12.220,69.954,25.954,4.854
Elongation till break,1-Stretch,12.420,70.395,26.395,5.027
Elongation till break,1-Stretch,12.620,70.836,26.836,5.180
Elongation till break,1-Stretch,12.820,71.277,27.277,5.314
Elongation till break,1-Stretch,13.020,71.718,27.718,5.477
Elongation till break,1-Stretch,13.220,72.159,28.159,5.596
Elongation till break,1-Stretch,13.420,72.6,28.6,5.721
Elongation till break,1-Stretch,13.620,73.042,29.042,5.831
Elongation till break,1-Stretch,13.820,73.482,29.482,5.936
Elongation till break,1-Stretch,14.020,73.924,29.924,6.056
Elongation till break,1-Stretch,14.220,74.365,30.365,6.147
Elongation till break,1-Stretch,14.420,74.806,30.806,6.238
Elongation till break,1-Stretch,14.620,75.247,31.247,6.247
Elongation till break,1-Stretch,14.820,75.688,31.688,1.159
Elongation till break,1-Stretch,15.020,76.129,32.129,0.345
Elongation till break,1-Stretch,15.220,76.57,32.57,0.613
Elongation till break,1-Stretch,15.420,77.011,33.011,0.627
Elongation till break,1-Stretch,15.620,77.452,33.452,0.632
Elongation till break,1-Stretch,15.820,77.894,33.894,0.646
Elongation till break,1-Stretch,16.020,78.334,34.334,0.680
Elongation till break,1-Stretch,16.220,78.776,34.776,0.694
Elongation till break,1-Stretch,16.420,79.217,35.217,0.699
Elongation till break,1-Stretch,16.620,79.658,35.658,0.713
Elongation till break,1-Stretch,16.820,80.099,36.099,0.728
