SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44.001,0,0.059
Elongation till break,1-Preload,0.200,44.001,0,0.033
Elongation till break,1-Preload,0.400,44.001,0,-0.019
Elongation till break,1-Stretch,0.410,44.001,0,-0.019
Elongation till break,1-Stretch,0.610,44.363,0.362,0.316
Elongation till break,1-Stretch,0.810,44.804,0.803,0.651
Elongation till break,1-Stretch,1.010,45.245,1.244,0.986
Elongation till break,1-Stretch,1.210,45.686,1.685,1.295
Elongation till break,1-Stretch,1.410,46.127,2.126,1.655
Elongation till break,1-Stretch,1.610,46.569,2.568,1.964
Elongation till break,1-Stretch,1.810,47.009,3.008,2.350
Elongation till break,1-Stretch,2.010,47.451,3.45,2.814
Elongation till break,1-Stretch,2.210,47.892,3.891,3.097
Elongation till break,1-Stretch,2.410,48.333,4.332,3.638
Elongation till break,1-Stretch,2.610,48.774,4.773,4.050
Elongation till break,1-Stretch,2.810,49.215,5.214,4.616
Elongation till break,1-Stretch,3.010,49.656,5.655,5.080
Elongation till break,1-Stretch,3.210,50.097,6.096,5.646
Elongation till break,1-Stretch,3.410,50.539,6.538,6.135
Elongation till break,1-Stretch,3.610,50.98,6.979,6.650
Elongation till break,1-Stretch,3.810,51.421,7.42,7.217
Elongation till break,1-Stretch,4.010,51.862,7.861,7.758
Elongation till break,1-Stretch,4.210,52.303,8.302,8.376
Elongation till break,1-Stretch,4.410,52.744,8.743,8.994
Elongation till break,1-Stretch,4.610,53.185,9.184,9.637
Elongation till break,1-Stretch,4.810,53.626,9.625,10.358
Elongation till break,1-Stretch,5.010,54.068,10.067,11.079
Elongation till break,1-Stretch,5.210,54.508,10.507,11.723
Elongation till break,1-Stretch,5.410,54.95,10.949,12.341
Elongation till break,1-Stretch,5.610,55.391,11.39,13.113
Elongation till break,1-Stretch,5.810,55.832,11.831,13.731
Elongation till break,1-Stretch,6.010,56.273,12.272,14.375
Elongation till break,1-Stretch,6.210,56.714,12.713,15.199
Elongation till break,1-Stretch,6.410,57.155,13.154,15.869
Elongation till break,1-Stretch,6.610,57.597,13.596,16.641
Elongation till break,1-Stretch,6.810,58.037,14.036,17.465
Elongation till break,1-Stretch,7.010,58.479,14.478,18.186
Elongation till break,1-Stretch,7.210,58.92,14.919,18.855
Elongation till break,1-Stretch,7.410,59.361,15.36,19.525
Elongation till break,1-Stretch,7.610,59.802,15.801,12.289
Elongation till break,1-Stretch,7.810,60.243,16.242,-1.023
Elongation till break,1-Stretch,8.010,60.684,16.683,-0.765
Elongation till break,1-Stretch,8.210,61.125,17.124,-0.765
Elongation till break,1-Stretch,8.410,61.566,17.565,-0.714
Elongation till break,1-Stretch,8.610,62.007,18.006,-0.688
Elongation till break,1-Stretch,8.810,62.449,18.448,-0.714
Elongation till break,1-Stretch,9.010,62.89,18.889,-0.662
Elongation till break,1-Stretch,9.210,63.331,19.33,-0.637
Elongation till break,1-Stretch,9.410,63.772,19.771,-0.585
Elongation till break,1-Stretch,9.610,64.213,20.212,-0.559
Elongation till break,1-Stretch,9.810,64.654,20.653,-0.559
Elongation till break,1-Stretch,10.010,65.095,21.094,-0.559
Elongation till break,1-Stretch,10.210,65.536,21.535,-0.559
Elongation till break,1-Stretch,10.410,65.978,21.977,-0.559
Elongation till break,1-Stretch,10.610,66.419,22.418,-0.534
Elongation till break,1-Stretch,10.810,66.86,22.859,-0.534
Elongation till break,1-Stretch,11.010,67.301,23.3,-0.534
Elongation till break,1-Stretch,11.210,67.742,23.741,-0.482
Elongation till break,1-Stretch,11.410,68.183,24.182,-0.559
Elongation till break,1-Stretch,11.610,68.624,24.623,-0.508
Elongation till break,1-Stretch,11.810,69.065,25.064,-0.508
Elongation till break,1-Stretch,12.010,69.506,25.505,-0.559
