SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44.001,0,0.001
Elongation till break,1-Preload,0.200,44.001,0,0.001
Elongation till break,1-Preload,0.400,44.001,0,0.001
Elongation till break,1-Stretch,0.410,44.001,0,0.001
Elongation till break,1-Stretch,0.610,44.373,0.372,-0.008
Elongation till break,1-Stretch,0.810,44.814,0.813,-0.071
Elongation till break,1-Stretch,1.010,45.255,1.254,-0.138
Elongation till break,1-Stretch,1.210,45.696,1.695,-0.171
Elongation till break,1-Stretch,1.410,46.137,2.136,-0.085
Elongation till break,1-Stretch,1.610,46.579,2.578,-0.008
Elongation till break,1-Stretch,1.810,47.02,3.019,-0.028
Elongation till break,1-Stretch,2.010,47.461,3.46,0.059
Elongation till break,1-Stretch,2.210,47.902,3.901,0.130
Elongation till break,1-Stretch,2.410,48.343,4.342,0.083
Elongation till break,1-Stretch,2.610,48.784,4.783,0.293
Elongation till break,1-Stretch,2.810,49.225,5.224,0.556
Elongation till break,1-Stretch,3.010,49.666,5.665,0.815
Elongation till break,1-Stretch,3.210,50.108,6.107,1.035
Elongation till break,1-Stretch,3.410,50.548,6.547,1.231
Elongation till break,1-Stretch,3.610,50.99,6.989,1.447
Elongation till break,1-Stretch,3.810,51.431,7.43,1.667
Elongation till break,1-Stretch,4.010,51.872,7.871,1.830
Elongation till break,1-Stretch,4.210,52.313,8.312,2.041
Elongation till break,1-Stretch,4.410,52.754,8.753,2.270
Elongation till break,1-Stretch,4.610,53.195,9.194,2.529
Elongation till break,1-Stretch,4.810,53.636,9.635,2.802
Elongation till break,1-Stretch,5.010,54.077,10.076,3.099
Elongation till break,1-Stretch,5.210,54.519,10.518,3.376
Elongation till break,1-Stretch,5.410,54.96,10.959,3.620
Elongation till break,1-Stretch,5.610,55.401,11.4,3.864
Elongation till break,1-Stretch,5.810,55.842,11.841,4.066
Elongation till break,1-Stretch,6.010,56.283,12.282,4.286
Elongation till break,1-Stretch,6.210,56.724,12.723,4.444
Elongation till break,1-Stretch,6.410,57.165,13.164,4.659
Elongation till break,1-Stretch,6.610,57.606,13.605,4.913
Elongation till break,1-Stretch,6.810,58.047,14.046,5.171
Elongation till break,1-Stretch,7.010,58.489,14.488,5.406
Elongation till break,1-Stretch,7.210,58.93,14.929,5.583
Elongation till break,1-Stretch,7.410,59.371,15.37,2.127
Elongation till break,1-Stretch,7.610,59.812,15.811,-0.238
Elongation till break,1-Stretch,7.810,60.253,16.252,-0.884
Elongation till break,1-Stretch,8.010,60.694,16.693,-0.975
Elongation till break,1-Stretch,8.210,61.135,17.134,-0.889
Elongation till break,1-Stretch,8.410,61.576,17.575,-0.880
Elongation till break,1-Stretch,8.610,62.018,18.017,-0.870
Elongation till break,1-Stretch,8.810,62.459,18.458,-0.822
Elongation till break,1-Stretch,9.010,62.9,18.899,-0.803
Elongation till break,1-Stretch,9.210,63.341,19.34,-0.765
