SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,-0.087
Elongation till break,1-Preload,0.200,44,0,0.042
Elongation till break,1-Preload,0.400,44,0,0.016
Elongation till break,1-Stretch,0.420,44,0,0.016
Elongation till break,1-Stretch,0.620,44.372,0.372,0.274
Elongation till break,1-Stretch,0.820,44.813,0.813,0.454
Elongation till break,1-Stretch,1.020,45.254,1.254,0.814
Elongation till break,1-Stretch,1.220,45.695,1.695,1.072
Elongation till break,1-Stretch,1.420,46.137,2.137,1.278
Elongation till break,1-Stretch,1.620,46.578,2.578,1.407
Elongation till break,1-Stretch,1.820,47.019,3.019,1.690
Elongation till break,1-Stretch,2.020,47.46,3.46,1.999
Elongation till break,1-Stretch,2.220,47.901,3.901,2.256
Elongation till break,1-Stretch,2.420,48.342,4.342,2.437
Elongation till break,1-Stretch,2.620,48.783,4.783,2.849
Elongation till break,1-Stretch,2.820,49.224,5.224,3.286
Elongation till break,1-Stretch,3.020,49.665,5.665,3.595
Elongation till break,1-Stretch,3.220,50.106,6.106,4.007
Elongation till break,1-Stretch,3.420,50.547,6.547,4.316
Elongation till break,1-Stretch,3.620,50.988,6.988,4.831
Elongation till break,1-Stretch,3.820,51.43,7.43,5.243
Elongation till break,1-Stretch,4.020,51.871,7.871,5.655
Elongation till break,1-Stretch,4.220,52.312,8.312,6.093
Elongation till break,1-Stretch,4.420,52.753,8.753,6.531
Elongation till break,1-Stretch,4.620,53.194,9.194,6.994
Elongation till break,1-Stretch,4.820,53.635,9.635,7.535
Elongation till break,1-Stretch,5.020,54.076,10.076,8.076
Elongation till break,1-Stretch,5.220,54.517,10.517,8.591
Elongation till break,1-Stretch,5.420,54.958,10.958,9.106
Elongation till break,1-Stretch,5.620,55.399,11.399,9.672
Elongation till break,1-Stretch,5.820,55.84,11.84,10.084
Elongation till break,1-Stretch,6.020,56.282,12.282,10.651
Elongation till break,1-Stretch,6.220,56.722,12.722,11.140
Elongation till break,1-Stretch,6.420,57.164,13.164,11.706
Elongation till break,1-Stretch,6.620,57.605,13.605,12.376
Elongation till break,1-Stretch,6.820,58.046,14.046,12.968
Elongation till break,1-Stretch,7.020,58.487,14.487,13.612
Elongation till break,1-Stretch,7.220,58.928,14.928,14.204
Elongation till break,1-Stretch,7.420,59.369,15.369,14.745
Elongation till break,1-Stretch,7.620,59.81,15.81,15.337
Elongation till break,1-Stretch,7.820,60.251,16.251,15.903
Elongation till break,1-Stretch,8.020,60.692,16.692,16.470
Elongation till break,1-Stretch,8.220,61.133,17.133,16.959
Elongation till break,1-Stretch,8.420,61.574,17.574,17.217
Elongation till break,1-Stretch,8.620,62.016,18.016,0.145
Elongation till break,1-Stretch,8.820,62.456,18.456,-0.293
Elongation till break,1-Stretch,9.020,62.898,18.898,-0.267
Elongation till break,1-Stretch,9.220,63.339,19.339,-0.319
Elongation till break,1-Stretch,9.420,63.78,19.78,-0.190
Elongation till break,1-Stretch,9.620,64.221,20.221,-0.190
Elongation till break,1-Stretch,9.820,64.662,20.662,-0.164
Elongation till break,1-Stretch,10.020,65.103,21.103,-0.164
Elongation till break,1-Stretch,10.220,65.544,21.544,-0.164
Elongation till break,1-Stretch,10.420,65.985,21.985,-0.164
