SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44.001,0,-0.002
Elongation till break,1-Preload,0.200,44.001,0,-0.247
Elongation till break,1-Preload,0.400,44.001,0,-0.002
Elongation till break,1-Stretch,0.410,44.001,0,-0.002
Elongation till break,1-Stretch,0.610,44.366,0.365,1.062
Elongation till break,1-Stretch,0.810,44.807,0.806,2.208
Elongation till break,1-Stretch,1.010,45.248,1.247,3.927
Elongation till break,1-Stretch,1.210,45.689,1.688,5.319
Elongation till break,1-Stretch,1.410,46.13,2.129,6.956
Elongation till break,1-Stretch,1.610,46.571,2.57,8.429
Elongation till break,1-Stretch,1.810,47.012,3.011,10.230
Elongation till break,1-Stretch,2.010,47.453,3.452,11.785
Elongation till break,1-Stretch,2.210,47.895,3.894,13.340
Elongation till break,1-Stretch,2.410,48.335,4.334,15.059
Elongation till break,1-Stretch,2.610,48.777,4.776,16.532
Elongation till break,1-Stretch,2.810,49.218,5.217,18.333
Elongation till break,1-Stretch,3.010,49.659,5.658,20.133
Elongation till break,1-Stretch,3.210,50.1,6.099,22.261
Elongation till break,1-Stretch,3.410,50.541,6.54,23.817
Elongation till break,1-Stretch,3.610,50.982,6.981,25.699
Elongation till break,1-Stretch,3.810,51.424,7.423,27.745
Elongation till break,1-Stretch,4.010,51.864,7.863,29.546
Elongation till break,1-Stretch,4.210,52.306,8.305,31.429
Elongation till break,1-Stretch,4.410,52.747,8.746,33.311
Elongation till break,1-Stretch,4.610,53.188,9.187,35.194
Elongation till break,1-Stretch,4.810,53.629,9.628,37.322
Elongation till break,1-Stretch,5.010,54.07,10.069,39.286
Elongation till break,1-Stretch,5.210,54.511,10.51,41.332
Elongation till break,1-Stretch,5.410,54.952,10.951,43.379
Elongation till break,1-Stretch,5.610,55.393,11.392,45.507
Elongation till break,1-Stretch,5.810,55.834,11.833,47.471
Elongation till break,1-Stretch,6.010,56.276,12.275,49.436
Elongation till break,1-Stretch,6.210,56.717,12.716,51.809
Elongation till break,1-Stretch,6.410,57.158,13.157,53.774
Elongation till break,1-Stretch,6.610,57.599,13.598,55.902
Elongation till break,1-Stretch,6.810,58.04,14.039,58.275
Elongation till break,1-Stretch,7.010,58.481,14.48,-4.913
Elongation till break,1-Stretch,7.210,58.922,14.921,-3.194
Elongation till break,1-Stretch,7.410,59.363,15.362,-3.276
Elongation till break,1-Stretch,7.610,59.805,15.804,-3.194
Elongation till break,1-Stretch,7.810,60.246,16.245,-3.276
Elongation till break,1-Stretch,8.010,60.687,16.686,-3.194
Elongation till break,1-Stretch,8.210,61.128,17.127,-3.112
Elongation till break,1-Stretch,8.410,61.569,17.568,-3.276
