SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,0.000
Elongation till break,1-Preload,0.200,44,0,0.000
Elongation till break,1-Preload,0.400,44,0,0.000
Elongation till break,1-Stretch,0.410,44,0,0.000
Elongation till break,1-Stretch,0.610,44.369,0.369,0.463
Elongation till break,1-Stretch,0.810,44.811,0.811,1.054
Elongation till break,1-Stretch,1.010,45.252,1.252,1.619
Elongation till break,1-Stretch,1.210,45.693,1.693,2.133
Elongation till break,1-Stretch,1.410,46.134,2.134,2.493
Elongation till break,1-Stretch,1.610,46.575,2.575,3.032
Elongation till break,1-Stretch,1.810,47.016,3.016,3.572
Elongation till break,1-Stretch,2.010,47.457,3.457,4.112
Elongation till break,1-Stretch,2.210,47.898,3.898,4.600
Elongation till break,1-Stretch,2.410,48.339,4.339,5.140
Elongation till break,1-Stretch,2.610,48.78,4.78,5.731
Elongation till break,1-Stretch,2.810,49.221,5.221,6.296
Elongation till break,1-Stretch,3.010,49.662,5.662,6.939
Elongation till break,1-Stretch,3.210,50.104,6.104,7.504
Elongation till break,1-Stretch,3.410,50.545,6.545,8.172
Elongation till break,1-Stretch,3.610,50.986,6.986,8.789
Elongation till break,1-Stretch,3.810,51.427,7.427,9.380
Elongation till break,1-Stretch,4.010,51.868,7.868,10.048
Elongation till break,1-Stretch,4.210,52.309,8.309,10.794
Elongation till break,1-Stretch,4.410,52.75,8.75,10.819
Elongation till break,1-Stretch,4.610,53.191,9.191,-0.899
Elongation till break,1-Stretch,4.810,53.632,9.632,-0.565
Elongation till break,1-Stretch,5.010,54.073,10.073,-0.488
Elongation till break,1-Stretch,5.210,54.514,10.514,-0.437
Elongation till break,1-Stretch,5.410,54.956,10.956,-0.411
Elongation till break,1-Stretch,5.610,55.396,11.396,-0.411
Elongation till break,1-Stretch,5.810,55.838,11.838,-0.360
Elongation till break,1-Stretch,6.010,56.279,12.279,-0.411
Elongation till break,1-Stretch,6.210,56.72,12.72,-0.360
Elongation till break,1-Stretch,6.410,57.161,13.161,-0.257
