SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,-0.040
Elongation till break,1-Preload,0.200,44,0,0.012
Elongation till break,1-Preload,0.400,44,0,-0.040
Elongation till break,1-Stretch,0.420,44,0,-0.014
Elongation till break,1-Stretch,0.620,44.372,0.372,0.578
Elongation till break,1-Stretch,0.820,44.813,0.813,1.376
Elongation till break,1-Stretch,1.020,45.255,1.255,2.252
Elongation till break,1-Stretch,1.220,45.696,1.696,3.050
Elongation till break,1-Stretch,1.420,46.137,2.137,3.951
Elongation till break,1-Stretch,1.620,46.578,2.578,4.724
Elongation till break,1-Stretch,1.820,47.019,3.019,5.599
Elongation till break,1-Stretch,2.020,47.46,3.46,6.449
Elongation till break,1-Stretch,2.220,47.901,3.901,7.324
Elongation till break,1-Stretch,2.420,48.342,4.342,8.277
Elongation till break,1-Stretch,2.620,48.783,4.783,9.255
Elongation till break,1-Stretch,2.820,49.224,5.224,10.260
Elongation till break,1-Stretch,3.020,49.665,5.665,11.341
Elongation till break,1-Stretch,3.220,50.107,6.107,12.242
Elongation till break,1-Stretch,3.420,50.547,6.547,-1.714
Elongation till break,1-Stretch,3.620,50.989,6.989,-2.563
Elongation till break,1-Stretch,3.820,51.43,7.43,-2.692
Elongation till break,1-Stretch,4.020,51.871,7.871,-2.615
Elongation till break,1-Stretch,4.220,52.312,8.312,-2.615
Elongation till break,1-Stretch,4.420,52.753,8.753,-2.563
Elongation till break,1-Stretch,4.620,53.194,9.194,-2.512
Elongation till break,1-Stretch,4.820,53.635,9.635,-2.589
Elongation till break,1-Stretch,5.020,54.076,10.076,-2.563
