SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44.001,0,-0.002
Elongation till break,1-Preload,0.200,44.001,0,-0.002
Elongation till break,1-Preload,0.400,44.001,0,-0.002
Elongation till break,1-Stretch,0.420,44.001,0,-0.002
Elongation till break,1-Stretch,0.620,44.373,0.372,0.461
Elongation till break,1-Stretch,0.820,44.814,0.813,0.924
Elongation till break,1-Stretch,1.020,45.256,1.255,1.489
Elongation till break,1-Stretch,1.220,45.697,1.696,1.952
Elongation till break,1-Stretch,1.420,46.138,2.137,2.466
Elongation till break,1-Stretch,1.620,46.579,2.578,2.851
Elongation till break,1-Stretch,1.820,47.02,3.019,3.262
Elongation till break,1-Stretch,2.020,47.461,3.46,3.648
Elongation till break,1-Stretch,2.220,47.902,3.901,4.162
Elongation till break,1-Stretch,2.420,48.343,4.342,4.676
Elongation till break,1-Stretch,2.620,48.785,4.784,5.292
Elongation till break,1-Stretch,2.820,49.226,5.225,5.806
Elongation till break,1-Stretch,3.020,49.667,5.666,6.398
Elongation till break,1-Stretch,3.220,50.108,6.107,6.963
Elongation till break,1-Stretch,3.420,50.549,6.548,7.503
Elongation till break,1-Stretch,3.620,50.99,6.989,0.127
Elongation till break,1-Stretch,3.820,51.431,7.43,-0.361
Elongation till break,1-Stretch,4.020,51.872,7.871,-0.233
Elongation till break,1-Stretch,4.220,52.313,8.312,-0.207
Elongation till break,1-Stretch,4.420,52.754,8.753,-0.156
Elongation till break,1-Stretch,4.620,53.196,9.195,-0.079
