SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Stretch,2.42,52.736,0,-0.07
Elongation till break,1-Stretch,2.62,53.217,0.481,0.03
Elongation till break,1-Stretch,2.82,53.699,0.963,0.107
Elongation till break,1-Stretch,3.02,54.18,1.444,0.188
Elongation till break,1-Stretch,3.22,54.662,1.926,0.236
Elongation till break,1-Stretch,3.42,55.143,2.407,0.298
Elongation till break,1-Stretch,3.62,55.624,2.888,0.37
Elongation till break,1-Stretch,3.82,56.105,3.369,0.38
Elongation till break,1-Stretch,4.02,56.586,3.85,0.385
Elongation till break,1-Stretch,4.22,57.067,4.331,0.461
Elongation till break,1-Stretch,4.42,57.548,4.812,0.533
Elongation till break,1-Stretch,4.62,58.03,5.294,0.586
Elongation till break,1-Stretch,4.82,58.511,5.775,0.638
Elongation till break,1-Stretch,5.02,58.992,6.256,0.686
Elongation till break,1-Stretch,5.22,59.474,6.738,0.739
Elongation till break,1-Stretch,5.42,59.955,7.219,0.772
Elongation till break,1-Stretch,5.62,60.436,7.7,0.796
Elongation till break,1-Stretch,5.82,60.917,8.181,0.849
Elongation till break,1-Stretch,6.02,61.398,8.662,0.911
Elongation till break,1-Stretch,6.22,61.879,9.143,0.945
Elongation till break,1-Stretch,6.42,62.361,9.625,1.021
Elongation till break,1-Stretch,6.62,62.842,10.106,1.084
Elongation till break,1-Stretch,6.82,63.323,10.587,1.122
Elongation till break,1-Stretch,7.02,63.805,11.069,1.175
Elongation till break,1-Stretch,7.22,64.286,11.55,1.189
Elongation till break,1-Stretch,7.42,64.767,12.031,1.227
Elongation till break,1-Stretch,7.62,65.248,12.512,1.222
Elongation till break,1-Stretch,7.82,65.729,12.993,1.232
Elongation till break,1-Stretch,8.02,66.21,13.474,1.232
Elongation till break,1-Stretch,8.22,66.692,13.956,0.538
Elongation till break,1-Stretch,8.42,67.173,14.437,-0.123
Elongation till break,1-Stretch,8.62,67.654,14.918,0.428
Elongation till break,1-Stretch,8.82,68.135,15.399,0.342
Elongation till break,1-Stretch,9.02,68.617,15.881,0.342
Elongation till break,1-Stretch,9.22,69.098,16.362,0.375
Elongation till break,1-Stretch,9.42,69.579,16.843,0.385
