SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44.001,0,-0.031
Elongation till break,1-Preload,0.200,44.001,0,0.020
Elongation till break,1-Preload,0.400,44.001,0,0.020
Elongation till break,1-Stretch,0.420,44.001,0,0.046
Elongation till break,1-Stretch,0.620,44.373,0.372,0.611
Elongation till break,1-Stretch,0.820,44.814,0.813,1.151
Elongation till break,1-Stretch,1.020,45.255,1.254,1.819
Elongation till break,1-Stretch,1.220,45.696,1.695,2.359
Elongation till break,1-Stretch,1.420,46.138,2.137,2.873
Elongation till break,1-Stretch,1.620,46.579,2.578,3.233
Elongation till break,1-Stretch,1.820,47.02,3.019,3.849
Elongation till break,1-Stretch,2.020,47.461,3.46,4.415
Elongation till break,1-Stretch,2.220,47.902,3.901,5.006
Elongation till break,1-Stretch,2.420,48.343,4.342,5.674
Elongation till break,1-Stretch,2.620,48.784,4.783,6.445
Elongation till break,1-Stretch,2.820,49.225,5.224,7.216
Elongation till break,1-Stretch,3.020,49.666,5.665,7.987
Elongation till break,1-Stretch,3.220,50.108,6.107,8.681
Elongation till break,1-Stretch,3.420,50.548,6.547,9.478
Elongation till break,1-Stretch,3.620,50.99,6.989,10.274
Elongation till break,1-Stretch,3.820,51.431,7.43,11.071
Elongation till break,1-Stretch,4.020,51.872,7.871,11.868
Elongation till break,1-Stretch,4.220,52.313,8.312,12.716
Elongation till break,1-Stretch,4.420,52.754,8.753,13.589
Elongation till break,1-Stretch,4.620,53.195,9.194,14.489
Elongation till break,1-Stretch,4.820,53.637,9.636,15.363
Elongation till break,1-Stretch,5.020,54.077,10.076,16.391
Elongation till break,1-Stretch,5.220,54.519,10.518,17.367
Elongation till break,1-Stretch,5.420,54.96,10.959,18.292
Elongation till break,1-Stretch,5.620,55.401,11.4,19.243
Elongation till break,1-Stretch,5.820,55.842,11.841,20.143
Elongation till break,1-Stretch,6.020,56.283,12.282,21.094
Elongation till break,1-Stretch,6.220,56.724,12.723,22.121
Elongation till break,1-Stretch,6.420,57.165,13.164,23.072
Elongation till break,1-Stretch,6.620,57.606,13.605,24.152
Elongation till break,1-Stretch,6.820,58.047,14.046,25.154
Elongation till break,1-Stretch,7.020,58.489,14.488,26.182
Elongation till break,1-Stretch,7.220,58.93,14.929,26.439
Elongation till break,1-Stretch,7.420,59.371,15.37,17.136
Elongation till break,1-Stretch,7.620,59.812,15.811,0.046
Elongation till break,1-Stretch,7.820,60.253,16.252,0.252
