SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,0.007
Elongation till break,1-Preload,0.200,44,0,-0.019
Elongation till break,1-Preload,0.400,44,0,-0.019
Elongation till break,1-Stretch,0.420,44,0,-0.019
Elongation till break,1-Stretch,0.620,44.372,0.372,0.341
Elongation till break,1-Stretch,0.820,44.813,0.813,0.881
Elongation till break,1-Stretch,1.020,45.254,1.254,1.472
Elongation till break,1-Stretch,1.220,45.695,1.695,1.986
Elongation till break,1-Stretch,1.420,46.136,2.136,2.526
Elongation till break,1-Stretch,1.620,46.577,2.577,2.808
Elongation till break,1-Stretch,1.820,47.018,3.018,3.477
Elongation till break,1-Stretch,2.020,47.459,3.459,3.836
Elongation till break,1-Stretch,2.220,47.9,3.9,4.376
Elongation till break,1-Stretch,2.420,48.342,4.342,4.916
Elongation till break,1-Stretch,2.620,48.783,4.783,5.507
Elongation till break,1-Stretch,2.820,49.224,5.224,6.175
Elongation till break,1-Stretch,3.020,49.665,5.665,6.766
Elongation till break,1-Stretch,3.220,50.106,6.106,7.357
Elongation till break,1-Stretch,3.420,50.547,6.547,8.051
Elongation till break,1-Stretch,3.620,50.988,6.988,8.616
Elongation till break,1-Stretch,3.820,51.429,7.429,9.182
Elongation till break,1-Stretch,4.020,51.87,7.87,9.927
Elongation till break,1-Stretch,4.220,52.311,8.311,10.595
Elongation till break,1-Stretch,4.420,52.752,8.752,11.212
Elongation till break,1-Stretch,4.620,53.193,9.193,11.932
Elongation till break,1-Stretch,4.820,53.635,9.635,12.831
Elongation till break,1-Stretch,5.020,54.076,10.076,13.473
Elongation till break,1-Stretch,5.220,54.517,10.517,8.796
Elongation till break,1-Stretch,5.420,54.958,10.958,-0.070
Elongation till break,1-Stretch,5.620,55.399,11.399,-0.224
Elongation till break,1-Stretch,5.820,55.84,11.84,-0.250
Elongation till break,1-Stretch,6.020,56.281,12.281,-0.353
Elongation till break,1-Stretch,6.220,56.722,12.722,-0.250
Elongation till break,1-Stretch,6.420,57.163,13.163,-0.198
