SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44.001,0,-0.010
Elongation till break,1-Preload,0.200,44.001,0,0.004
Elongation till break,1-Preload,0.400,44.001,0,-0.001
Elongation till break,1-Stretch,0.420,44.001,0,-0.001
Elongation till break,1-Stretch,0.620,44.373,0.372,-0.168
Elongation till break,1-Stretch,0.820,44.814,0.813,-0.250
Elongation till break,1-Stretch,1.020,45.255,1.254,-0.063
Elongation till break,1-Stretch,1.220,45.696,1.695,0.128
Elongation till break,1-Stretch,1.420,46.138,2.137,0.301
Elongation till break,1-Stretch,1.620,46.579,2.578,0.440
Elongation till break,1-Stretch,1.820,47.02,3.019,0.602
Elongation till break,1-Stretch,2.020,47.461,3.46,0.746
Elongation till break,1-Stretch,2.220,47.902,3.901,0.765
Elongation till break,1-Stretch,2.420,48.343,4.342,0.885
Elongation till break,1-Stretch,2.620,48.784,4.783,1.067
Elongation till break,1-Stretch,2.820,49.225,5.224,1.129
Elongation till break,1-Stretch,3.020,49.667,5.666,1.297
Elongation till break,1-Stretch,3.220,50.108,6.107,1.455
Elongation till break,1-Stretch,3.420,50.549,6.548,1.608
Elongation till break,1-Stretch,3.620,50.99,6.989,1.761
Elongation till break,1-Stretch,3.820,51.431,7.43,1.928
Elongation till break,1-Stretch,4.020,51.872,7.871,2.015
Elongation till break,1-Stretch,4.220,52.313,8.312,2.158
Elongation till break,1-Stretch,4.420,52.754,8.753,2.326
Elongation till break,1-Stretch,4.620,53.195,9.194,2.551
Elongation till break,1-Stretch,4.820,53.637,9.636,2.795
Elongation till break,1-Stretch,5.020,54.078,10.077,3.039
Elongation till break,1-Stretch,5.220,54.519,10.518,3.264
Elongation till break,1-Stretch,5.420,54.96,10.959,3.456
Elongation till break,1-Stretch,5.620,55.401,11.4,3.614
Elongation till break,1-Stretch,5.820,55.842,11.841,3.805
Elongation till break,1-Stretch,6.020,56.283,12.282,3.987
Elongation till break,1-Stretch,6.220,56.724,12.723,4.202
Elongation till break,1-Stretch,6.420,57.166,13.165,4.423
Elongation till break,1-Stretch,6.620,57.606,13.605,4.648
Elongation till break,1-Stretch,6.820,58.048,14.047,4.906
Elongation till break,1-Stretch,7.020,58.489,14.488,5.155
Elongation till break,1-Stretch,7.220,58.93,14.929,5.394
Elongation till break,1-Stretch,7.420,59.371,15.37,5.615
Elongation till break,1-Stretch,7.620,59.812,15.811,5.811
Elongation till break,1-Stretch,7.820,60.253,16.252,5.998
Elongation till break,1-Stretch,8.020,60.695,16.694,6.170
Elongation till break,1-Stretch,8.220,61.135,17.134,6.381
Elongation till break,1-Stretch,8.420,61.577,17.576,6.610
Elongation till break,1-Stretch,8.620,62.018,18.017,6.807
Elongation till break,1-Stretch,8.820,62.459,18.458,6.802
Elongation till break,1-Stretch,9.020,62.9,18.899,6.969
Elongation till break,1-Stretch,9.220,63.341,19.34,7.147
Elongation till break,1-Stretch,9.420,63.782,19.781,7.324
Elongation till break,1-Stretch,9.620,64.223,20.222,7.477
Elongation till break,1-Stretch,9.820,64.664,20.663,7.616
Elongation till break,1-Stretch,10.020,65.105,21.104,7.769
Elongation till break,1-Stretch,10.220,65.547,21.546,7.893
Elongation till break,1-Stretch,10.420,65.988,21.987,8.099
Elongation till break,1-Stretch,10.620,66.429,22.428,8.075
Elongation till break,1-Stretch,10.820,66.87,22.869,0.411
Elongation till break,1-Stretch,11.020,67.311,23.31,0.105
Elongation till break,1-Stretch,11.220,67.752,23.751,0.401
Elongation till break,1-Stretch,11.420,68.194,24.193,0.535
Elongation till break,1-Stretch,11.620,68.634,24.633,0.507
Elongation till break,1-Stretch,11.820,69.076,25.075,0.540
Elongation till break,1-Stretch,12.020,69.517,25.516,0.555
Elongation till break,1-Stretch,12.220,69.958,25.957,0.578
