SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44.001,0,0.032
Elongation till break,1-Preload,0.200,44.001,0,-0.071
Elongation till break,1-Preload,0.400,44.001,0,0.006
Elongation till break,1-Stretch,0.420,44.001,0,-0.020
Elongation till break,1-Stretch,0.620,44.373,0.372,0.367
Elongation till break,1-Stretch,0.820,44.814,0.813,1.010
Elongation till break,1-Stretch,1.020,45.256,1.255,1.680
Elongation till break,1-Stretch,1.220,45.697,1.696,2.427
Elongation till break,1-Stretch,1.420,46.138,2.137,3.225
Elongation till break,1-Stretch,1.620,46.579,2.578,3.972
Elongation till break,1-Stretch,1.820,47.02,3.019,4.847
Elongation till break,1-Stretch,2.020,47.461,3.46,5.671
Elongation till break,1-Stretch,2.220,47.902,3.901,6.495
Elongation till break,1-Stretch,2.420,48.343,4.342,7.267
Elongation till break,1-Stretch,2.620,48.785,4.784,8.169
Elongation till break,1-Stretch,2.820,49.226,5.225,9.173
Elongation till break,1-Stretch,3.020,49.667,5.666,10.074
Elongation till break,1-Stretch,3.220,50.108,6.107,10.795
Elongation till break,1-Stretch,3.420,50.549,6.548,11.619
Elongation till break,1-Stretch,3.620,50.99,6.989,12.340
Elongation till break,1-Stretch,3.820,51.431,7.43,-2.105
Elongation till break,1-Stretch,4.020,51.872,7.871,-2.311
Elongation till break,1-Stretch,4.220,52.313,8.312,-2.363
Elongation till break,1-Stretch,4.420,52.755,8.754,-2.337
Elongation till break,1-Stretch,4.620,53.196,9.195,-2.311
Elongation till break,1-Stretch,4.820,53.637,9.636,-2.234
Elongation till break,1-Stretch,5.020,54.078,10.077,-2.285
Elongation till break,1-Stretch,5.220,54.519,10.518,-2.260
Elongation till break,1-Stretch,5.420,54.96,10.959,-2.208
Elongation till break,1-Stretch,5.620,55.401,11.4,-2.157
Elongation till break,1-Stretch,5.820,55.842,11.841,-2.234
Elongation till break,1-Stretch,6.020,56.283,12.282,-2.182
Elongation till break,1-Stretch,6.220,56.725,12.724,-2.182
Elongation till break,1-Stretch,6.420,57.166,13.165,-2.105
