SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44.001,0,0.004
Elongation till break,1-Preload,0.200,44.001,0,-0.021
Elongation till break,1-Preload,0.400,44.001,0,-0.021
Elongation till break,1-Stretch,0.420,44.001,0,0.004
Elongation till break,1-Stretch,0.620,44.373,0.372,0.364
Elongation till break,1-Stretch,0.820,44.814,0.813,1.007
Elongation till break,1-Stretch,1.020,45.255,1.254,1.469
Elongation till break,1-Stretch,1.220,45.696,1.695,2.035
Elongation till break,1-Stretch,1.420,46.138,2.137,2.317
Elongation till break,1-Stretch,1.620,46.579,2.578,2.908
Elongation till break,1-Stretch,1.820,47.02,3.019,3.525
Elongation till break,1-Stretch,2.020,47.461,3.46,4.013
Elongation till break,1-Stretch,2.220,47.902,3.901,4.682
Elongation till break,1-Stretch,2.420,48.343,4.342,5.273
Elongation till break,1-Stretch,2.620,48.784,4.783,5.992
Elongation till break,1-Stretch,2.820,49.225,5.224,6.763
Elongation till break,1-Stretch,3.020,49.666,5.665,7.457
Elongation till break,1-Stretch,3.220,50.108,6.107,8.228
Elongation till break,1-Stretch,3.420,50.549,6.548,8.922
Elongation till break,1-Stretch,3.620,50.99,6.989,9.719
Elongation till break,1-Stretch,3.820,51.431,7.43,10.181
Elongation till break,1-Stretch,4.020,51.872,7.871,10.849
Elongation till break,1-Stretch,4.220,52.313,8.312,1.675
Elongation till break,1-Stretch,4.420,52.754,8.753,-0.561
Elongation till break,1-Stretch,4.620,53.195,9.194,-0.767
Elongation till break,1-Stretch,4.820,53.637,9.636,-0.690
Elongation till break,1-Stretch,5.020,54.077,10.076,-0.690
Elongation till break,1-Stretch,5.220,54.519,10.518,-0.664
Elongation till break,1-Stretch,5.420,54.96,10.959,-0.664
Elongation till break,1-Stretch,5.620,55.401,11.4,-0.612
