SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,-0.115
Elongation till break,1-Preload,0.200,44,0,0.048
Elongation till break,1-Preload,0.400,44,0,-0.197
Elongation till break,1-Stretch,0.410,44,0,-0.197
Elongation till break,1-Stretch,0.610,44.367,0.367,0.702
Elongation till break,1-Stretch,0.810,44.807,0.807,1.110
Elongation till break,1-Stretch,1.010,45.249,1.249,1.927
Elongation till break,1-Stretch,1.210,45.69,1.69,2.417
Elongation till break,1-Stretch,1.410,46.131,2.131,2.989
Elongation till break,1-Stretch,1.610,46.572,2.572,3.724
Elongation till break,1-Stretch,1.810,47.013,3.013,4.378
Elongation till break,1-Stretch,2.010,47.454,3.454,5.521
Elongation till break,1-Stretch,2.210,47.895,3.895,6.011
Elongation till break,1-Stretch,2.410,48.336,4.336,6.910
Elongation till break,1-Stretch,2.610,48.777,4.777,8.135
Elongation till break,1-Stretch,2.810,49.218,5.218,9.197
Elongation till break,1-Stretch,3.010,49.659,5.659,10.422
Elongation till break,1-Stretch,3.210,50.101,6.101,11.403
Elongation till break,1-Stretch,3.410,50.541,6.541,12.710
Elongation till break,1-Stretch,3.610,50.983,6.983,13.771
Elongation till break,1-Stretch,3.810,51.424,7.424,14.588
Elongation till break,1-Stretch,4.010,51.865,7.865,15.732
Elongation till break,1-Stretch,4.210,52.306,8.306,17.121
Elongation till break,1-Stretch,4.410,52.747,8.747,18.019
Elongation till break,1-Stretch,4.610,53.188,9.188,19.163
Elongation till break,1-Stretch,4.810,53.629,9.629,20.388
Elongation till break,1-Stretch,5.010,54.07,10.07,21.368
Elongation till break,1-Stretch,5.210,54.511,10.511,22.430
Elongation till break,1-Stretch,5.410,54.952,10.952,23.329
Elongation till break,1-Stretch,5.610,55.393,11.393,24.717
Elongation till break,1-Stretch,5.810,55.835,11.835,25.861
Elongation till break,1-Stretch,6.010,56.276,12.276,26.841
Elongation till break,1-Stretch,6.210,56.717,12.717,28.066
Elongation till break,1-Stretch,6.410,57.158,13.158,29.210
Elongation till break,1-Stretch,6.610,57.599,13.599,30.435
Elongation till break,1-Stretch,6.810,58.04,14.04,31.661
Elongation till break,1-Stretch,7.010,58.481,14.481,32.478
Elongation till break,1-Stretch,7.210,58.922,14.922,-1.504
Elongation till break,1-Stretch,7.410,59.363,15.363,-2.239
Elongation till break,1-Stretch,7.610,59.804,15.804,-2.484
Elongation till break,1-Stretch,7.810,60.245,16.245,-2.729
Elongation till break,1-Stretch,8.010,60.686,16.686,-2.566
Elongation till break,1-Stretch,8.210,61.128,17.128,-2.647
Elongation till break,1-Stretch,8.410,61.569,17.569,-2.647
Elongation till break,1-Stretch,8.610,62.01,18.01,-2.484
Elongation till break,1-Stretch,8.810,62.451,18.451,-2.729
Elongation till break,1-Stretch,9.010,62.892,18.892,-2.484
Elongation till break,1-Stretch,9.210,63.333,19.333,-2.484
Elongation till break,1-Stretch,9.410,63.774,19.774,-2.647
