SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,0.011
Elongation till break,1-Preload,0.200,44,0,0.011
Elongation till break,1-Preload,0.400,44,0,0.011
Elongation till break,1-Stretch,0.410,44,0,0.011
Elongation till break,1-Stretch,0.610,44.372,0.372,0.040
Elongation till break,1-Stretch,0.810,44.813,0.813,0.074
Elongation till break,1-Stretch,1.010,45.255,1.255,0.208
Elongation till break,1-Stretch,1.210,45.696,1.696,0.423
Elongation till break,1-Stretch,1.410,46.137,2.137,0.639
Elongation till break,1-Stretch,1.610,46.578,2.578,0.825
Elongation till break,1-Stretch,1.810,47.019,3.019,0.883
Elongation till break,1-Stretch,2.010,47.46,3.46,1.074
Elongation till break,1-Stretch,2.210,47.901,3.901,1.199
Elongation till break,1-Stretch,2.410,48.342,4.342,1.572
Elongation till break,1-Stretch,2.610,48.783,4.783,1.931
Elongation till break,1-Stretch,2.810,49.224,5.224,2.338
Elongation till break,1-Stretch,3.010,49.665,5.665,2.745
Elongation till break,1-Stretch,3.210,50.107,6.107,3.128
Elongation till break,1-Stretch,3.410,50.547,6.547,3.449
Elongation till break,1-Stretch,3.610,50.989,6.989,3.722
Elongation till break,1-Stretch,3.810,51.43,7.43,-0.285
Elongation till break,1-Stretch,4.010,51.871,7.871,-1.118
Elongation till break,1-Stretch,4.210,52.312,8.312,-1.042
Elongation till break,1-Stretch,4.410,52.753,8.753,-1.458
Elongation till break,1-Stretch,4.610,53.194,9.194,-1.573
Elongation till break,1-Stretch,4.810,53.635,9.635,-1.568
Elongation till break,1-Stretch,5.010,54.076,10.076,-1.492
Elongation till break,1-Stretch,5.210,54.517,10.517,-1.468
Elongation till break,1-Stretch,5.410,54.958,10.958,-1.444
Elongation till break,1-Stretch,5.610,55.399,11.399,-1.401
Elongation till break,1-Stretch,5.810,55.841,11.841,-1.372
Elongation till break,1-Stretch,6.010,56.282,12.282,-1.348
Elongation till break,1-Stretch,6.210,56.723,12.723,-1.353
Elongation till break,1-Stretch,6.410,57.164,13.164,-1.300
