SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,-0.028
Elongation till break,1-Preload,0.200,44,0,0.023
Elongation till break,1-Preload,0.400,44,0,-0.002
Elongation till break,1-Stretch,0.420,44,0,0.023
Elongation till break,1-Stretch,0.620,44.371,0.371,0.307
Elongation till break,1-Stretch,0.820,44.813,0.813,0.513
Elongation till break,1-Stretch,1.020,45.254,1.254,0.847
Elongation till break,1-Stretch,1.220,45.695,1.695,1.131
Elongation till break,1-Stretch,1.420,46.136,2.136,1.465
Elongation till break,1-Stretch,1.620,46.577,2.577,1.800
Elongation till break,1-Stretch,1.820,47.018,3.018,2.212
Elongation till break,1-Stretch,2.020,47.459,3.459,2.521
Elongation till break,1-Stretch,2.220,47.9,3.9,2.804
Elongation till break,1-Stretch,2.420,48.341,4.341,3.139
Elongation till break,1-Stretch,2.620,48.783,4.783,3.654
Elongation till break,1-Stretch,2.820,49.223,5.223,4.040
Elongation till break,1-Stretch,3.020,49.665,5.665,4.555
Elongation till break,1-Stretch,3.220,50.106,6.106,4.967
Elongation till break,1-Stretch,3.420,50.547,6.547,5.405
Elongation till break,1-Stretch,3.620,50.988,6.988,5.920
Elongation till break,1-Stretch,3.820,51.429,7.429,6.255
Elongation till break,1-Stretch,4.020,51.87,7.87,6.847
Elongation till break,1-Stretch,4.220,52.311,8.311,7.310
Elongation till break,1-Stretch,4.420,52.752,8.752,7.800
Elongation till break,1-Stretch,4.620,53.193,9.193,8.392
Elongation till break,1-Stretch,4.820,53.634,9.634,8.958
Elongation till break,1-Stretch,5.020,54.075,10.075,9.602
Elongation till break,1-Stretch,5.220,54.517,10.517,10.220
Elongation till break,1-Stretch,5.420,54.958,10.958,10.761
Elongation till break,1-Stretch,5.620,55.399,11.399,11.327
Elongation till break,1-Stretch,5.820,55.84,11.84,11.842
Elongation till break,1-Stretch,6.020,56.281,12.281,12.460
Elongation till break,1-Stretch,6.220,56.722,12.722,13.052
Elongation till break,1-Stretch,6.420,57.163,13.163,13.567
Elongation till break,1-Stretch,6.620,57.604,13.604,13.928
Elongation till break,1-Stretch,6.820,58.045,14.045,13.902
Elongation till break,1-Stretch,7.020,58.486,14.486,-0.569
Elongation till break,1-Stretch,7.220,58.927,14.927,-0.595
Elongation till break,1-Stretch,7.420,59.368,15.368,-0.569
Elongation till break,1-Stretch,7.620,59.81,15.81,-0.569
Elongation till break,1-Stretch,7.820,60.251,16.251,-0.543
Elongation till break,1-Stretch,8.020,60.692,16.692,-0.543
Elongation till break,1-Stretch,8.220,61.133,17.133,-0.517
Elongation till break,1-Stretch,8.420,61.574,17.574,-0.492
Elongation till break,1-Stretch,8.620,62.015,18.015,-0.440
Elongation till break,1-Stretch,8.820,62.456,18.456,-0.543
Elongation till break,1-Stretch,9.020,62.897,18.897,-0.414
Elongation till break,1-Stretch,9.220,63.338,19.338,-0.389
Elongation till break,1-Stretch,9.420,63.779,19.779,-0.337
Elongation till break,1-Stretch,9.620,64.22,20.22,-0.337
Elongation till break,1-Stretch,9.820,64.662,20.662,-0.414
