SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,48.001,0,0.006
Elongation till break,1-Preload,0.200,48.001,0,-0.003
Elongation till break,1-Preload,0.400,48.001,0,0.002
Elongation till break,1-Stretch,0.420,48.001,0,0.002
Elongation till break,1-Stretch,0.620,48.405,0.404,-0.190
Elongation till break,1-Stretch,0.820,48.887,0.886,-0.295
Elongation till break,1-Stretch,1.020,49.368,1.367,-0.329
Elongation till break,1-Stretch,1.220,49.849,1.848,-0.300
Elongation till break,1-Stretch,1.420,50.331,2.33,-0.223
Elongation till break,1-Stretch,1.620,50.812,2.811,-0.199
Elongation till break,1-Stretch,1.820,51.293,3.292,-0.156
Elongation till break,1-Stretch,2.020,51.774,3.773,-0.132
Elongation till break,1-Stretch,2.220,52.255,4.254,-0.156
Elongation till break,1-Stretch,2.420,52.736,4.735,-0.070
Elongation till break,1-Stretch,2.620,53.217,5.216,0.030
Elongation till break,1-Stretch,2.820,53.699,5.698,0.107
Elongation till break,1-Stretch,3.020,54.18,6.179,0.188
Elongation till break,1-Stretch,3.220,54.662,6.661,0.236
Elongation till break,1-Stretch,3.420,55.143,7.142,0.298
Elongation till break,1-Stretch,3.620,55.624,7.623,0.370
Elongation till break,1-Stretch,3.820,56.105,8.104,0.380
Elongation till break,1-Stretch,4.020,56.586,8.585,0.385
Elongation till break,1-Stretch,4.220,57.067,9.066,0.461
Elongation till break,1-Stretch,4.420,57.548,9.547,0.533
Elongation till break,1-Stretch,4.620,58.03,10.029,0.586
Elongation till break,1-Stretch,4.820,58.511,10.51,0.638
Elongation till break,1-Stretch,5.020,58.992,10.991,0.686
Elongation till break,1-Stretch,5.220,59.474,11.473,0.739
Elongation till break,1-Stretch,5.420,59.955,11.954,0.772
Elongation till break,1-Stretch,5.620,60.436,12.435,0.796
Elongation till break,1-Stretch,5.820,60.917,12.916,0.849
Elongation till break,1-Stretch,6.020,61.398,13.397,0.911
Elongation till break,1-Stretch,6.220,61.879,13.878,0.945
Elongation till break,1-Stretch,6.420,62.361,14.36,1.021
Elongation till break,1-Stretch,6.620,62.842,14.841,1.084
Elongation till break,1-Stretch,6.820,63.323,15.322,1.122
Elongation till break,1-Stretch,7.020,63.805,15.804,1.175
Elongation till break,1-Stretch,7.220,64.286,16.285,1.189
Elongation till break,1-Stretch,7.420,64.767,16.766,1.227
Elongation till break,1-Stretch,7.620,65.248,17.247,1.222
Elongation till break,1-Stretch,7.820,65.729,17.728,1.232
Elongation till break,1-Stretch,8.020,66.21,18.209,1.232
Elongation till break,1-Stretch,8.220,66.692,18.691,0.538
Elongation till break,1-Stretch,8.420,67.173,19.172,-0.123
Elongation till break,1-Stretch,8.620,67.654,19.653,0.428
Elongation till break,1-Stretch,8.820,68.135,20.134,0.342
Elongation till break,1-Stretch,9.020,68.617,20.616,0.342
Elongation till break,1-Stretch,9.220,69.098,21.097,0.375
Elongation till break,1-Stretch,9.420,69.579,21.578,0.385
