SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,0.038
Elongation till break,1-Preload,0.200,44,0,-0.013
Elongation till break,1-Preload,0.400,44,0,-0.013
Elongation till break,1-Stretch,0.420,44,0,-0.039
Elongation till break,1-Stretch,0.620,44.371,0.371,0.346
Elongation till break,1-Stretch,0.820,44.812,0.812,0.938
Elongation till break,1-Stretch,1.020,45.253,1.253,1.477
Elongation till break,1-Stretch,1.220,45.694,1.694,2.017
Elongation till break,1-Stretch,1.420,46.135,2.135,2.428
Elongation till break,1-Stretch,1.620,46.577,2.577,2.968
Elongation till break,1-Stretch,1.820,47.017,3.017,3.507
Elongation till break,1-Stretch,2.020,47.459,3.459,3.996
Elongation till break,1-Stretch,2.220,47.9,3.9,4.561
Elongation till break,1-Stretch,2.420,48.341,4.341,5.152
Elongation till break,1-Stretch,2.620,48.782,4.782,5.846
Elongation till break,1-Stretch,2.820,49.223,5.223,6.540
Elongation till break,1-Stretch,3.020,49.664,5.664,7.285
Elongation till break,1-Stretch,3.220,50.105,6.105,7.979
Elongation till break,1-Stretch,3.420,50.546,6.546,8.750
Elongation till break,1-Stretch,3.620,50.987,6.987,9.470
Elongation till break,1-Stretch,3.820,51.429,7.429,10.138
Elongation till break,1-Stretch,4.020,51.869,7.869,10.832
Elongation till break,1-Stretch,4.220,52.31,8.31,11.243
Elongation till break,1-Stretch,4.420,52.751,8.751,6.154
Elongation till break,1-Stretch,4.620,53.193,9.193,-0.579
Elongation till break,1-Stretch,4.820,53.634,9.634,-0.630
Elongation till break,1-Stretch,5.020,54.075,10.075,-0.604
