SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Elongation till break,1-Preload,0.000,44,0,-0.041
Elongation till break,1-Preload,0.200,44,0,-0.015
Elongation till break,1-Preload,0.400,44,0,0.011
Elongation till break,1-Stretch,0.420,44,0,0.011
Elongation till break,1-Stretch,0.620,44.372,0.372,0.371
Elongation till break,1-Stretch,0.820,44.813,0.813,0.885
Elongation till break,1-Stretch,1.020,45.255,1.255,1.450
Elongation till break,1-Stretch,1.220,45.696,1.696,1.938
Elongation till break,1-Stretch,1.420,46.137,2.137,2.349
Elongation till break,1-Stretch,1.620,46.578,2.578,2.786
Elongation till break,1-Stretch,1.820,47.019,3.019,3.326
Elongation till break,1-Stretch,2.020,47.46,3.46,3.711
Elongation till break,1-Stretch,2.220,47.901,3.901,4.123
Elongation till break,1-Stretch,2.420,48.342,4.342,4.560
Elongation till break,1-Stretch,2.620,48.783,4.783,5.048
Elongation till break,1-Stretch,2.820,49.224,5.224,5.587
Elongation till break,1-Stretch,3.020,49.665,5.665,-0.632
Elongation till break,1-Stretch,3.220,50.107,6.107,-0.914
Elongation till break,1-Stretch,3.420,50.547,6.547,-0.812
Elongation till break,1-Stretch,3.620,50.989,6.989,-0.709
Elongation till break,1-Stretch,3.820,51.43,7.43,-0.683
Elongation till break,1-Stretch,4.020,51.871,7.871,-0.632
Elongation till break,1-Stretch,4.220,52.312,8.312,-0.632
Elongation till break,1-Stretch,4.420,52.753,8.753,-0.683
Elongation till break,1-Stretch,4.620,53.194,9.194,-0.606
